VIOLATION.PWSID,VIOLATION.VIOLATION_ID,VIOLATION.FACILITY_ID,VIOLATION.POPULATION_SERVED_COUNT,VIOLATION.NPM_CANDIDATE,VIOLATION.PWS_ACTIVITY_CODE,VIOLATION.PWS_DEACTIVATION_DATE,VIOLATION.PRIMARY_SOURCE_CODE,VIOLATION.POP_CAT_5_CODE,VIOLATION.PRIMACY_AGENCY_CODE,VIOLATION.EPA_REGION,VIOLATION.PWS_TYPE_CODE,VIOLATION.VIOLATION_CODE,VIOLATION.VIOLATION_CATEGORY_CODE,VIOLATION.IS_HEALTH_BASED_IND,VIOLATION.CONTAMINANT_CODE,VIOLATION.COMPLIANCE_STATUS_CODE,VIOLATION.VIOL_MEASURE,VIOLATION.UNIT_OF_MEASURE,VIOLATION.STATE_MCL,VIOLATION.IS_MAJOR_VIOL_IND,VIOLATION.SEVERITY_IND_CNT,VIOLATION.COMPL_PER_BEGIN_DATE,VIOLATION.COMPL_PER_END_DATE,VIOLATION.LATEST_ENFORCEMENT_ID,VIOLATION.RTC_ENFORCEMENT_ID,VIOLATION.RTC_DATE,VIOLATION.PUBLIC_NOTIFICATION_TIER,VIOLATION.ORIGINATOR_CODE,VIOLATION.SAMPLE_RESULT_ID,VIOLATION.CORRECTIVE_ACTION_ID,VIOLATION.RULE_CODE,VIOLATION.RULE_GROUP_CODE,VIOLATION.RULE_FAMILY_CODE,X35
PR0272282,7753619,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-12,30-JUN-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753620,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-12,31-JUL-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753621,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-12,31-AUG-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753622,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-12,30-SEP-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753623,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-12,31-OCT-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753624,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-12,30-NOV-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753625,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-12,31-DEC-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753626,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-13,31-JAN-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753627,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-13,28-FEB-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753628,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-13,31-MAR-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753629,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-13,30-APR-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753630,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-13,31-MAY-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753631,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-13,30-JUN-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753632,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-13,31-JUL-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753633,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-13,31-AUG-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753634,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-13,30-SEP-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753635,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-13,31-OCT-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753636,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-13,30-NOV-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753637,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-13,31-DEC-13,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753638,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-14,31-JAN-14,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753639,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-14,28-FEB-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753640,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-14,31-MAR-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753641,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-14,30-APR-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753642,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-14,31-MAY-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753643,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-14,30-JUN-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753644,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-14,31-JUL-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753645,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-14,31-AUG-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753646,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-14,30-SEP-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753647,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-14,31-OCT-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753648,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-14,30-NOV-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753649,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-14,31-DEC-14,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753650,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-15,31-JAN-15,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753651,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-15,28-FEB-15,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753652,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-15,31-MAR-15,8057815,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753653,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-15,30-APR-15,8057814,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753654,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-15,31-MAY-15,8057814,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753655,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-15,30-JUN-15,8057814,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753656,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-15,31-JUL-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753657,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-15,31-AUG-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753658,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-15,30-SEP-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753659,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-15,31-OCT-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753660,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-15,30-NOV-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753661,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-15,31-DEC-15,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753662,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-16,31-JAN-16,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753663,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-16,29-FEB-16,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753664,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-16,31-MAR-16,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753665,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-16,30-APR-16,8057816,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753676,NA,240,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-APR-19,30-JUN-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0272282,7753677,NA,240,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-JUL-19,30-SEP-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0272282,7753678,NA,240,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-OCT-19,31-DEC-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0115031,10139,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-10,30-NOV-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10146,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-11,28-FEB-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10278,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-10,31-DEC-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10287,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-11,31-MAR-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10489,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-10,31-JAN-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10650,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-10,28-FEB-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10803,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-10,31-MAR-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,10986,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-10,30-APR-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11016,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-11,31-JUL-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11136,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-10,31-MAY-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11161,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-11,31-AUG-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11281,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-10,30-JUN-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11301,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-11,30-SEP-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11440,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-10,31-JUL-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11593,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-10,31-AUG-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,11738,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-10,30-SEP-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999898,NA,84,Y,A,NA,SW,1,PR,02,CWS,42,TT,Y,0200,O,NA,NA,NA,NA,NA,01-JAN-07,NA,#20150319,NA,NA,2,S,NA,NA,121,100,120,NA
PR0115031,9999899,NA,84,Y,A,NA,SW,1,PR,02,CWS,42,TT,Y,0200,O,NA,NA,NA,NA,NA,01-JAN-08,NA,#20150319,NA,NA,2,S,NA,NA,121,100,120,NA
PR0115031,9999900,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-10,31-OCT-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999901,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-11,31-JAN-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999902,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-11,30-APR-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999903,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-11,31-MAY-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999904,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-11,31-OCT-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999905,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-11,30-NOV-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999906,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-11,31-DEC-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999907,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-12,31-JAN-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999908,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-12,29-FEB-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999909,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-12,31-MAR-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999910,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-12,30-APR-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999911,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-12,31-MAY-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999912,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-12,30-JUN-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999913,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-12,31-JUL-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999914,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-12,31-AUG-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999915,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-12,30-SEP-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999916,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-12,31-OCT-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999917,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-12,30-NOV-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999918,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-12,31-DEC-12,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999919,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-13,31-JAN-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999920,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-13,28-FEB-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999921,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-13,31-MAR-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999922,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-13,30-APR-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999923,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-13,31-MAY-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999924,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-13,30-JUN-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999925,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-13,31-JUL-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999926,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-13,31-AUG-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999927,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-13,30-SEP-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999928,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-13,31-OCT-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999929,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-13,30-NOV-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999930,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-13,31-DEC-13,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999931,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-14,31-JAN-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999932,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-14,28-FEB-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999933,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-14,31-MAR-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999934,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-14,30-APR-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999935,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-14,31-MAY-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999936,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-14,30-JUN-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999937,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-14,31-JUL-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999938,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-14,31-AUG-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999939,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-14,30-SEP-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999940,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-14,31-OCT-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999941,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-14,30-NOV-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999942,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-14,31-DEC-14,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999943,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-15,31-JAN-15,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999944,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-15,28-FEB-15,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999945,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-15,31-MAR-15,10000007,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999946,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-15,30-APR-15,10000008,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999947,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-15,31-MAY-15,10000008,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999948,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-15,30-JUN-15,10000008,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999949,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-15,31-JUL-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999950,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-15,31-AUG-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999951,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-15,30-SEP-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999952,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-15,31-OCT-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999953,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-15,30-NOV-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999954,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-15,31-DEC-15,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
