VIOLATION.PWSID,VIOLATION.VIOLATION_ID,VIOLATION.FACILITY_ID,VIOLATION.POPULATION_SERVED_COUNT,VIOLATION.NPM_CANDIDATE,VIOLATION.PWS_ACTIVITY_CODE,VIOLATION.PWS_DEACTIVATION_DATE,VIOLATION.PRIMARY_SOURCE_CODE,VIOLATION.POP_CAT_5_CODE,VIOLATION.PRIMACY_AGENCY_CODE,VIOLATION.EPA_REGION,VIOLATION.PWS_TYPE_CODE,VIOLATION.VIOLATION_CODE,VIOLATION.VIOLATION_CATEGORY_CODE,VIOLATION.IS_HEALTH_BASED_IND,VIOLATION.CONTAMINANT_CODE,VIOLATION.COMPLIANCE_STATUS_CODE,VIOLATION.VIOL_MEASURE,VIOLATION.UNIT_OF_MEASURE,VIOLATION.STATE_MCL,VIOLATION.IS_MAJOR_VIOL_IND,VIOLATION.SEVERITY_IND_CNT,VIOLATION.COMPL_PER_BEGIN_DATE,VIOLATION.COMPL_PER_END_DATE,VIOLATION.LATEST_ENFORCEMENT_ID,VIOLATION.RTC_ENFORCEMENT_ID,VIOLATION.RTC_DATE,VIOLATION.PUBLIC_NOTIFICATION_TIER,VIOLATION.ORIGINATOR_CODE,VIOLATION.SAMPLE_RESULT_ID,VIOLATION.CORRECTIVE_ACTION_ID,VIOLATION.RULE_CODE,VIOLATION.RULE_GROUP_CODE,VIOLATION.RULE_FAMILY_CODE,X35
PR0004925,7624897,NA,0,N,A,NA,SW,1,PR,02,CWS,71,Other,N,7000,R,NA,NA,NA,NA,NA,01-JUL-14,NA,8036242,8036242,11-AUG-14,3,S,NA,NA,420,400,420,NA
PR0004925,7624898,NA,0,N,A,NA,SW,1,PR,02,CWS,52,MR,N,5000,R,NA,NA,NA,NA,NA,01-JUL-14,NA,8036247,8036247,31-DEC-14,3,S,NA,NA,350,300,350,NA
PR0004925,7624899,NA,0,N,A,NA,SW,1,PR,02,CWS,24,MR,N,3100,R,NA,NA,NA,NA,NA,01-NOV-14,30-NOV-14,8036254,8036254,31-MAY-15,3,S,NA,NA,110,100,110,NA
PR0004925,7624900,NA,0,N,A,NA,SW,1,PR,02,CWS,66,MR,N,5000,R,NA,NA,NA,NA,NA,01-APR-15,NA,8036260,8036260,30-SEP-16,3,S,NA,NA,350,300,350,NA
PR0004925,7624901,NA,0,N,A,NA,SW,1,PR,02,CWS,53,MR,N,5000,R,NA,NA,NA,NA,NA,01-JUL-14,31-DEC-14,8036255,8036255,30-JUN-15,3,S,NA,NA,350,300,350,NA
PR0004925,7624902,NA,0,N,A,NA,SW,1,PR,02,CWS,66,MR,N,5000,R,NA,NA,NA,NA,NA,01-OCT-14,NA,8036260,8036260,30-SEP-16,3,S,NA,NA,350,300,350,NA
PR0004925,7624903,NA,0,N,A,NA,SW,1,PR,02,CWS,30,MR,N,2950,R,NA,NA,NA,N,NA,01-APR-15,30-JUN-15,8036257,8036257,30-SEP-15,3,S,NA,NA,220,200,220,NA
PR0004925,7624904,NA,0,N,A,NA,SW,1,PR,02,CWS,30,MR,N,2456,R,NA,NA,NA,N,NA,01-APR-15,30-JUN-15,8036257,8036257,30-SEP-15,3,S,NA,NA,220,200,220,NA
PR0004925,7624905,NA,0,N,A,NA,SW,1,PR,02,CWS,66,MR,N,5000,R,NA,NA,NA,NA,NA,01-OCT-15,NA,8036260,8036260,30-SEP-16,3,S,NA,NA,350,300,350,NA
PR0004925,7624906,NA,0,N,A,NA,SW,1,PR,02,CWS,66,MR,N,5000,R,NA,NA,NA,NA,NA,01-APR-16,NA,8036260,8036260,30-SEP-16,3,S,NA,NA,350,300,350,NA
PR0004925,7624907,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2378,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624908,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2380,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624909,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2955,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624910,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2964,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624911,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2968,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624912,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2969,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624913,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2976,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624914,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2977,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624915,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2979,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624916,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2980,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624917,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2981,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624918,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2982,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624919,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2983,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624920,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2984,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624921,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2985,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624922,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2987,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624923,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2989,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624924,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2990,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624925,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2991,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624926,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2992,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624927,155,0,N,A,NA,SW,1,PR,02,CWS,03,MR,N,2996,R,NA,NA,NA,Y,NA,01-JAN-17,31-MAR-17,8036262,8036262,30-JUN-17,3,S,NA,NA,310,300,310,NA
PR0004925,7624928,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,0100,R,NA,NA,NA,N,NA,01-APR-18,30-APR-18,8036266,8036266,30-NOV-18,3,S,NA,NA,123,100,120,NA
PR0004925,7624929,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3015,R,NA,NA,NA,N,NA,01-APR-18,30-APR-18,8036266,8036266,30-NOV-18,3,S,NA,NA,123,100,120,NA
PR0004925,7624930,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3014,R,NA,NA,NA,N,NA,01-APR-18,30-APR-18,8036266,8036266,30-NOV-18,3,S,NA,NA,123,100,120,NA
PR0004925,7624931,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,0100,R,NA,NA,NA,Y,NA,01-JAN-17,31-JAN-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624932,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3015,R,NA,NA,NA,Y,NA,01-JAN-17,31-JAN-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624933,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3014,R,NA,NA,NA,Y,NA,01-JAN-17,31-JAN-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624934,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,0100,R,NA,NA,NA,Y,NA,01-FEB-17,28-FEB-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624935,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3015,R,NA,NA,NA,Y,NA,01-FEB-17,28-FEB-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624936,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3014,R,NA,NA,NA,Y,NA,01-FEB-17,28-FEB-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624937,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,0100,R,NA,NA,NA,N,NA,01-MAY-17,31-MAY-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624938,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3015,R,NA,NA,NA,N,NA,01-MAY-17,31-MAY-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624939,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3014,R,NA,NA,NA,N,NA,01-MAY-17,31-MAY-17,8036273,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624940,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,0100,R,NA,NA,NA,Y,NA,01-JUL-17,31-JUL-17,8036269,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624941,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3015,R,NA,NA,NA,Y,NA,01-JUL-17,31-JUL-17,8036269,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624942,NA,0,N,A,NA,SW,1,PR,02,CWS,32,MR,N,3014,R,NA,NA,NA,Y,NA,01-JUL-17,31-JUL-17,8036269,8036273,31-AUG-17,3,S,NA,NA,123,100,120,NA
PR0004925,7624944,NA,0,Y,A,NA,SW,1,PR,02,CWS,72,Other,N,7000,R,NA,NA,NA,NA,NA,01-OCT-18,NA,8036271,8036271,13-AUG-19,3,S,NA,NA,420,400,420,NA
PR0455054,39055,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JUL-08,31-JUL-08,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,70359,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-SEP-07,30-SEP-07,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,71051,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-OCT-07,31-OCT-07,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,80359,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-SEP-07,30-SEP-07,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,80513,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-OCT-07,31-OCT-07,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,81051,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JAN-08,31-JAN-08,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,82051,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JAN-08,31-JAN-08,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,82846,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JUN-08,30-JUN-08,8072807,8072807,31-JAN-10,3,S,NA,NA,110,100,110,NA
PR0455054,9999898,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JAN-06,31-JAN-06,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999899,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JAN-07,31-JAN-07,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999900,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-DEC-07,31-DEC-07,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999901,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-OCT-08,31-OCT-08,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999902,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-DEC-08,31-DEC-08,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999903,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JAN-09,31-JAN-09,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999904,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JUL-09,31-JUL-09,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999905,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JUL-10,31-JUL-10,8072807,8072807,31-JAN-10,2,S,NA,NA,110,100,110,NA
PR0455054,9999906,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-SEP-11,30-SEP-11,8072808,8072808,30-APR-12,2,S,NA,NA,110,100,110,NA
PR0455054,9999907,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JAN-13,31-JAN-13,8072809,8072809,31-DEC-13,3,S,NA,NA,110,100,110,NA
PR0455054,9999908,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-13,28-FEB-13,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0455054,9999909,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-MAR-13,31-MAR-13,8072810,8072810,31-MAR-16,3,S,NA,NA,110,100,110,NA
PR0455054,9999910,NA,680,N,A,NA,GW,2,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JUN-13,30-JUN-13,8072810,8072810,31-MAR-16,3,S,NA,NA,110,100,110,NA
PR0455054,9999911,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-OCT-14,31-OCT-14,8072810,8072810,31-MAR-16,2,S,NA,NA,110,100,110,NA
PR0455054,9999912,NA,680,N,A,NA,GW,2,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-FEB-15,28-FEB-15,8072810,8072810,31-MAR-16,2,S,NA,NA,110,100,110,NA
PR0455054,9999915,NA,680,Y,A,NA,GW,2,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-APR-19,30-JUN-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0455054,9999916,NA,680,Y,A,NA,GW,2,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,N,NA,01-JUL-19,30-SEP-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0455054,9999997,NA,680,Y,A,NA,GW,2,PR,02,CWS,42,TT,Y,0200,O,0,NA,0,NA,NA,01-JAN-92,NA,102,NA,NA,2,F,NA,NA,121,100,120,NA
PR0754077,10642,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-10,31-JAN-10,1119,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,10952,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-10,31-MAR-10,1429,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826109,NA,460,N,A,NA,GW,1,PR,02,CWS,22,MCL,Y,3100,K,NA,NA,NA,NA,NA,01-JUN-10,30-JUN-10,8130308,NA,NA,2,S,NA,NA,110,100,110,NA
PR0754077,7826110,NA,460,N,A,NA,GW,1,PR,02,CWS,22,MCL,Y,3100,K,NA,NA,NA,NA,NA,01-OCT-10,31-OCT-10,NA,NA,NA,2,S,NA,NA,110,100,110,NA
PR0754077,7826111,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-APR-12,30-APR-12,8130309,8130309,31-MAR-13,3,S,NA,NA,110,100,110,NA
PR0754077,7826112,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-MAY-12,31-MAY-12,8130309,8130309,31-MAR-13,3,S,NA,NA,110,100,110,NA
PR0754077,7826113,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,R,NA,NA,NA,NA,NA,01-JUN-12,30-JUN-12,8130309,8130309,31-MAR-13,3,S,NA,NA,110,100,110,NA
PR0754077,7826114,NA,460,N,A,NA,GW,1,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-SEP-12,30-SEP-12,8130309,8130309,31-MAR-13,2,S,NA,NA,110,100,110,NA
PR0754077,7826115,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-13,31-OCT-13,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826116,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-13,30-NOV-13,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826117,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-14,31-JUL-14,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826118,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-14,31-AUG-14,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826119,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-14,30-SEP-14,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826120,NA,460,N,A,NA,GW,1,PR,02,CWS,22,MCL,Y,3100,K,NA,NA,NA,NA,NA,01-OCT-14,31-OCT-14,NA,NA,NA,2,S,NA,NA,110,100,110,NA
PR0754077,7826121,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-14,30-NOV-14,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826122,NA,460,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-14,31-DEC-14,NA,NA,NA,3,S,NA,NA,110,100,110,NA
PR0754077,7826124,NA,460,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,N,NA,01-JUL-19,30-SEP-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0272282,10028,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-11,31-JAN-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10165,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-10,30-NOV-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10172,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-11,28-FEB-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10305,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-10,31-DEC-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10313,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-11,31-MAR-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10515,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-10,31-JAN-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10676,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-10,28-FEB-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,10827,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-10,31-MAR-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11010,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-10,30-APR-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11042,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-11,31-JUL-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11161,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-10,31-MAY-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11188,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-11,31-AUG-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11306,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-10,30-JUN-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11328,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-11,30-SEP-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11463,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-10,31-JUL-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11617,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-10,31-AUG-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,11762,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-10,30-SEP-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753607,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-10,31-OCT-10,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753608,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-11,30-APR-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753609,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-11,31-MAY-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753610,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-11,30-JUN-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753611,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-11,31-OCT-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753612,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-11,30-NOV-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753613,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-11,31-DEC-11,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753614,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-12,31-JAN-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753615,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-12,29-FEB-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753616,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-12,31-MAR-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753617,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-12,30-APR-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272282,7753618,NA,240,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-12,31-MAY-12,8057813,NA,NA,3,S,NA,NA,110,100,110,NA
